CreateTime,Duration,MaxWaitingTime
50,36,9
150,33,8
700,40,10
1200,35,8
1400,42,11
2100,44,11
2250,33,8
2350,37,9
2450,38,9
2500,34,8
2750,39,10
3100,40,10
3400,40,10
3700,44,11
3850,35,8
4600,41,10
4750,46,12
5950,37,9
6100,41,10
6350,47,12
6450,47,12
6700,32,8
6750,39,10
7350,43,11
7550,35,9
8750,37,9
9550,45,11
9650,39,10
9700,34,8
10050,42,11
10100,36,9
10150,48,12
11350,36,9
11750,43,11
12650,42,11
12700,38,10
13000,36,9
13150,48,12
14300,36,9
14550,37,9
15400,43,11
15450,42,11
16150,35,9
16450,38,9
16750,45,11
17800,35,9
18100,40,10
18200,35,9
18500,45,11
18800,35,8
19700,33,8
19850,43,11
20450,43,11
20550,40,10
20650,32,8
21300,35,9
22750,42,11
23950,45,12
24000,48,12
24500,37,9
25200,48,12
25300,42,11
25850,35,9
25900,44,11
26000,46,12
26150,39,10
26850,36,9
27150,45,12
27550,33,8
28100,45,11
28350,37,9
28750,46,12
29050,32,8
29300,36,9
30350,36,9
30550,37,9
31700,46,12
32500,33,8
33050,47,12
33100,48,12
33500,46,12
33650,41,10
34050,43,11
34150,48,12
34450,41,10
35250,42,11
35550,37,9
35650,44,11
36950,42,11
38200,38,9
40000,45,11
40200,39,10
42450,32,8
43550,48,12
43700,38,9
43800,32,8
43850,38,9
44150,39,10
44650,40,10
44800,37,9
45250,48,12
45350,43,11
45900,34,8
46000,48,12
46450,46,12
46700,35,8
46850,42,11
46950,38,10
47600,36,9
48100,44,11
48850,38,9
49250,40,10
49500,47,12
50450,48,12
50600,39,10
50800,38,10
50900,48,12
51100,36,9
51150,35,8
51500,35,9
52300,34,8
52350,40,10
52450,34,8
52700,44,11
53050,32,8
53350,47,12
54200,46,12
54650,32,8
55750,47,12
56050,35,9
56400,47,12
56450,38,9
56650,42,10
56800,42,10
56850,32,8
57400,34,8
57550,39,10
57950,43,11
59300,33,8
60150,38,9
61000,48,12
61450,47,12
61550,39,10
