CreateTime,Duration,MaxWaitingTime
0,41,15
50,46,18
150,45,17
200,32,12
250,36,13
275,47,18
300,48,18
400,46,17
450,44,17
500,42,16
550,41,15
600,33,12
650,40,15
700,37,14
800,32,12
825,35,13
850,34,13
875,35,13
900,34,13
916,48,18
933,34,13
1000,32,12
1050,48,18
1100,39,15
1150,38,14
1200,35,13
1250,41,15
1300,38,14
1350,36,13
1400,46,17
1450,35,13
1500,42,16
1525,44,17
1550,44,17
1575,35,13
1650,43,16
1700,48,18
1725,48,18
1750,40,15
1850,47,18
1950,33,12
1975,37,14
2000,35,13
2050,32,12
2075,39,15
2150,40,15
2200,44,17
2250,35,13
2275,48,18
2300,39,15
2350,35,13
2400,37,14
2425,39,15
2450,36,14
2475,35,13
2500,41,15
2650,47,18
2750,37,14
2800,42,16
2900,33,12
2925,38,14
2950,42,16
2966,41,16
2983,47,18
3000,38,14
3025,47,18
3150,37,14
3175,44,17
3200,33,12
3250,38,14
3275,36,13
3350,34,13
3375,44,17
3450,36,13
3550,47,18
3566,46,17
3583,45,17
3600,48,18
3650,48,18
3675,46,18
3700,39,15
3750,37,14
3800,39,14
3850,45,17
3950,42,16
3975,47,18
4000,34,13
4200,39,15
4225,41,15
4350,43,16
4400,45,17
4450,42,16
4500,37,14
4550,38,14
4575,40,15
4600,39,15
4700,44,17
4750,37,14
4775,42,16
4800,41,15
4850,34,12
4900,48,18
4925,34,13
4950,41,15
5050,35,13
5150,32,12
5175,41,16
5200,35,13
5225,38,14
5250,37,14
5275,44,17
5300,47,18
5350,38,14
5366,45,17
5383,43,16
5450,32,12
5475,35,13
5500,45,17
5550,36,13
5600,40,15
5625,44,17
5650,46,18
5675,35,13
5700,38,14
5750,42,16
5775,42,16
5800,45,17
5825,37,14
5850,44,17
5900,39,15
5950,34,12
6050,39,15
6075,38,14
6100,38,14
6125,44,17
6150,39,15
6250,35,13
6300,46,17
6325,42,16
6350,41,16
6400,37,14
6450,48,18
6475,33,12
6500,36,13
6550,47,18
6575,46,17
6600,36,13
6650,41,16
6700,44,17
6725,39,15
6800,36,13
6850,48,18
6875,32,12
7000,33,12
7025,46,17
7050,36,13
7075,45,17
7100,44,17
7150,48,18
7166,41,15
7183,35,13
7200,35,13
7250,39,14
7275,48,18
7300,35,13
7325,36,14
7350,41,15
7400,48,18
7450,32,12
7500,35,13
7525,46,18
7550,38,14
7600,34,13
7650,43,16
7700,34,13
7750,44,17
7850,45,17
7950,48,18
7975,40,15
8000,44,17
8100,38,14
8150,35,13
8250,42,16
8300,37,14
8325,35,13
8400,34,13
8416,38,14
8433,36,13
8450,41,16
8650,40,15
8675,43,16
8700,39,15
8725,47,18
8800,32,12
8825,38,14
8850,33,12
8875,41,15
8950,34,12
9050,32,12
9066,42,16
9083,37,14
9100,36,13
9150,41,15
9200,40,15
9250,41,16
9300,47,18
9325,45,17
9350,38,14
9375,48,18
9400,33,12
9450,39,15
9475,46,17
9500,36,13
9525,35,13
9550,35,13
9600,32,12
9650,42,16
9666,34,12
9683,45,17
9700,32,12
9750,46,18
9800,36,14
9850,38,14
9866,41,15
9883,41,15
9900,39,15
9925,40,15
10000,34,13
10050,37,14
10100,32,12
10150,35,13
10200,43,16
10225,47,18
10250,46,17
10275,39,15
10300,33,12
10400,43,16
10450,33,12
10475,44,17
10600,37,14
10650,38,14
10666,32,12
10683,37,14
10700,40,15
10725,32,12
10750,45,17
10766,34,13
10783,43,16
10800,46,17
10900,38,14
10950,40,15
11000,39,15
11025,37,14
11050,32,12
11200,44,17
11250,32,12
11275,47,18
11350,32,12
11375,48,18
11400,34,12
11425,38,14
11500,42,16
11550,32,12
11600,47,18
11650,47,18
11700,45,17
11725,47,18
11750,39,15
11850,45,17
11875,33,12
11900,37,14
11925,41,15
11950,38,14
12000,40,15
12050,42,16
12100,46,17
12200,48,18
12300,47,18
12350,40,15
12375,44,17
12400,36,14
12450,45,17
12500,36,14
12525,48,18
12550,41,15
12600,44,17
12650,37,14
12700,47,18
12750,33,12
12766,39,15
12783,35,13
12800,43,16
12825,34,12
12850,41,16
12866,47,18
12883,45,17
12900,48,18
12925,39,14
13000,42,16
13050,36,13
13100,47,18
13150,44,16
13250,47,18
13350,45,17
13400,32,12
13450,48,18
13475,32,12
13500,46,18
13550,38,14
13575,47,18
13600,32,12
13650,32,12
13700,40,15
13750,35,13
13800,46,17
13850,42,16
13875,37,14
13950,33,12
13975,37,14
14050,34,12
14075,39,15
14100,48,18
14150,38,14
14200,37,14
14250,46,18
14300,43,16
14350,38,14
14375,45,17
14400,41,16
14425,46,17
14450,46,18
14500,41,15
14516,36,13
14533,36,14
14550,45,17
14575,41,16
14600,47,18
14650,40,15
14675,47,18
14700,42,16
14725,44,16
14850,39,15
14900,40,15
14950,34,13
14966,38,14
14983,35,13
15000,34,13
15025,47,18
15050,44,17
15100,36,13
15150,39,14
15175,47,18
15200,33,12
15216,40,15
15233,45,17
15250,48,18
15300,37,14
15350,41,16
15400,47,18
15450,37,14
15500,41,15
15525,35,13
15550,37,14
15600,41,15
15650,32,12
15700,40,15
15750,44,17
15850,35,13
15950,38,14
16050,36,13
16100,43,16
16150,46,17
16250,34,13
16300,44,17
16400,39,15
16600,48,18
16650,39,15
16750,35,13
16850,47,18
16875,43,16
17000,40,15
17050,40,15
17100,33,12
17150,37,14
17175,39,15
17200,48,18
17250,39,15
17300,45,17
17350,40,15
17375,46,18
17400,35,13
17500,37,14
17550,42,16
17575,42,16
17600,32,12
17616,40,15
17633,34,13
17650,48,18
17700,34,12
17750,47,18
17800,39,15
17850,48,18
17900,40,15
17925,39,15
18100,41,16
18200,42,16
18250,44,17
18300,38,14
18400,32,12
18450,45,17
18500,40,15
18550,34,12
18600,42,16
18625,36,13
18850,46,17
18875,33,12
18900,34,13
18950,48,18
19000,33,12
19025,32,12
19100,32,12
19150,48,18
19200,43,16
19225,40,15
19250,32,12
19300,38,14
19325,35,13
19400,41,15
19450,43,16
19475,48,18
19500,46,17
19550,40,15
19600,33,12
19650,32,12
19700,35,13
19750,41,15
19775,48,18
19800,42,16
19825,44,17
19850,46,17
19875,36,13
19900,33,12
19925,44,17
19950,44,17
20000,38,14
20100,33,12
20150,43,16
20200,37,14
20225,44,17
20300,48,18
20325,37,14
20350,34,13
20400,46,18
20416,33,12
20433,47,18
20450,40,15
20500,36,13
20525,48,18
20550,39,15
20600,35,13
20650,38,14
20750,35,13
20775,43,16
20800,33,12
20825,48,18
20900,48,18
21000,32,12
21016,42,16
21033,33,12
21050,37,14
21150,33,12
21200,41,15
21300,36,13
21325,36,13
21350,45,17
21400,47,18
21425,35,13
21550,48,18
21600,34,12
21650,48,18
21700,43,16
21725,47,18
21800,45,17
21825,44,16
21850,42,16
21900,43,16
22000,42,16
22050,32,12
22066,33,12
22083,43,16
22100,36,13
22150,48,18
22175,34,13
22200,40,15
22250,39,15
22300,33,12
22350,39,15
22375,42,16
22400,45,17
22500,38,14
22600,32,12
22625,32,12
22650,36,13
22675,39,15
22700,46,18
22725,44,17
22750,47,18
22850,42,16
22875,36,13
22900,32,12
22950,37,14
22975,37,14
23000,46,18
23050,40,15
23150,40,15
23166,40,15
23183,38,14
23200,48,18
23300,39,15
23400,36,13
23450,38,14
23500,32,12
23525,40,15
23550,38,14
23575,32,12
23600,34,12
23650,38,14
23750,44,17
23800,45,17
23900,44,17
23950,39,15
24050,41,16
24100,35,13
24150,44,17
24175,47,18
24200,42,16
24250,42,16
24275,38,14
24300,46,17
24325,47,18
24350,45,17
24375,32,12
24450,44,17
24475,33,12
24500,38,14
24550,48,18
24575,33,12
24600,43,16
24616,32,12
24633,48,18
24650,44,16
24750,40,15
24800,35,13
24850,40,15
24875,32,12
24950,32,12
25000,40,15
25016,46,17
25033,38,14
25100,44,17
25150,37,14
25175,34,12
25250,45,17
25275,40,15
25300,41,15
25450,44,17
25500,33,12
25550,34,13
25650,42,16
25700,46,18
25725,46,17
25750,48,18
25775,34,12
25900,41,15
25950,40,15
26000,38,14
26050,36,13
26200,39,14
26225,32,12
26250,33,12
26300,32,12
26350,44,17
26400,44,17
26450,46,17
26475,32,12
26500,48,18
26550,38,14
26600,43,16
26700,43,16
26725,46,17
26750,33,12
26800,45,17
26825,48,18
26900,33,12
26950,41,15
27000,43,16
27050,35,13
27100,35,13
27150,41,15
27175,43,16
27200,46,17
27300,48,18
27325,33,12
27400,34,13
27425,34,13
27450,44,16
27475,38,14
27550,42,16
27650,32,12
27675,43,16
27700,45,17
27725,33,12
27750,45,17
27800,37,14
27900,44,17
27950,42,16
27975,38,14
28000,48,18
28050,40,15
28066,41,16
28083,37,14
28100,38,14
28125,39,15
28150,44,17
28200,44,17
28250,32,12
28300,32,12
28350,32,12
28400,32,12
28450,46,17
28650,34,12
28700,32,12
28750,46,17
28775,38,14
28800,36,13
28850,33,12
28875,42,16
28900,42,16
28950,43,16
29000,37,14
29025,42,16
29050,45,17
29150,43,16
29175,32,12
29200,33,12
29250,32,12
29275,48,18
29300,43,16
29325,38,14
29350,47,18
29450,36,13
29475,36,13
29500,44,17
29525,48,18
29550,37,14
29650,39,15
29675,40,15
29750,37,14
29800,38,14
29825,34,12
29850,43,16
29900,37,14
29925,42,16
30000,35,13
30025,40,15
30100,44,17
30150,36,13
30200,39,15
30250,33,12
30400,43,16
30450,32,12
30500,45,17
30525,36,14
30550,35,13
30566,48,18
30583,41,15
30600,44,17
30650,38,14
30675,43,16
30700,44,17
30725,32,12
30750,38,14
30850,43,16
30875,33,12
30950,41,15
31000,46,17
31025,36,14
31050,46,18
31100,32,12
31150,45,17
31200,41,15
31250,36,14
31275,35,13
31300,40,15
31325,42,16
31350,36,13
31375,34,13
31400,40,15
31425,40,15
31450,37,14
31500,44,17
31600,41,15
31650,42,16
31675,44,16
31700,47,18
31725,39,15
31850,48,18
31875,41,15
31900,32,12
31925,45,17
31950,44,17
32050,33,12
32100,43,16
32150,42,16
32200,33,12
32216,37,14
32233,43,16
32300,40,15
32325,42,16
32350,43,16
32400,39,15
32450,38,14
32500,39,14
32550,36,13
32600,33,12
32625,44,16
32650,41,16
32675,45,17
32700,41,15
32725,44,17
32750,38,14
32900,36,13
32950,46,18
32975,37,14
33000,32,12
33025,40,15
33050,45,17
33075,48,18
33100,34,13
33150,33,12
33200,46,18
33250,44,17
33275,46,18
33300,35,13
33325,32,12
33350,39,15
33400,42,16
33425,41,15
33450,39,15
33500,37,14
33550,42,16
33600,42,16
33650,46,17
33750,46,18
33800,47,18
33850,38,14
33900,33,12
34000,37,14
34050,42,16
34075,35,13
34100,47,18
34150,35,13
34200,32,12
34225,36,14
34250,39,14
34275,40,15
34300,36,13
34350,38,14
34400,42,16
34416,41,16
34433,41,15
34450,43,16
34475,38,14
34500,41,15
34550,45,17
34575,44,17
34600,40,15
34650,35,13
34675,35,13
34700,42,16
34750,33,12
34800,32,12
34825,37,14
34850,35,13
34875,33,12
34900,44,17
34950,38,14
34975,32,12
35050,39,15
35075,42,16
35100,38,14
35200,39,15
35250,37,14
35275,48,18
35300,35,13
35325,43,16
35350,44,17
35375,41,16
35400,45,17
35450,41,15
35475,35,13
35500,36,13
35550,47,18
35650,46,17
35700,45,17
35900,47,18
35950,36,13
36000,37,14
36050,33,12
36100,34,13
36200,46,17
36250,47,18
36350,33,12
36400,48,18
36500,33,12
36600,46,18
36650,46,18
36750,45,17
36850,35,13
36900,43,16
36925,33,12
37000,35,13
37050,47,18
37100,32,12
37200,34,13
37400,33,12
37425,37,14
37500,38,14
37600,37,14
37650,34,12
37700,48,18
37750,48,18
37800,38,14
37850,43,16
37950,39,15
37975,46,18
38050,33,12
38075,40,15
38100,39,14
38200,35,13
38225,39,15
38250,33,12
38275,48,18
38300,36,13
38325,45,17
38350,40,15
38400,37,14
38450,38,14
38550,46,18
38575,37,14
38600,45,17
38625,47,18
38650,38,14
38675,34,13
38800,40,15
38825,48,18
38850,37,14
38950,47,18
39000,43,16
39025,43,16
39050,41,15
39066,46,18
39083,48,18
39100,47,18
39150,34,13
39250,47,18
39300,40,15
39350,39,15
39366,41,15
39383,35,13
39400,45,17
39450,38,14
39500,38,14
39550,48,18
39650,35,13
39700,48,18
39725,36,13
39750,43,16
39800,35,13
39825,43,16
39900,45,17
39950,48,18
40050,41,15
40150,48,18
40200,38,14
40300,33,12
40325,41,15
40350,36,13
40450,34,13
40475,39,15
40500,41,15
40550,34,13
40575,45,17
40600,44,17
40625,42,16
40650,42,16
40700,34,12
40750,32,12
40800,33,12
40850,47,18
40875,48,18
41050,46,18
41066,45,17
41083,42,16
41100,41,15
41150,38,14
41200,40,15
41250,38,14
41275,48,18
41300,40,15
41450,43,16
41466,42,16
41483,43,16
41500,32,12
41550,47,18
41600,41,16
41625,37,14
41650,48,18
41675,41,16
41750,33,12
41850,37,14
41875,36,13
41950,36,13
41975,33,12
42000,43,16
42025,42,16
42050,41,15
42100,43,16
42200,38,14
42225,42,16
42250,46,18
42300,36,13
42350,41,16
42400,37,14
42425,43,16
42450,47,18
42550,34,13
42575,47,18
42600,39,15
42625,48,18
42650,41,16
42700,34,13
42750,37,14
42800,43,16
42825,45,17
42850,47,18
42900,40,15
42950,45,17
42975,45,17
43100,32,12
43125,36,13
43150,34,12
43175,39,15
43200,32,12
43250,41,15
43300,44,17
43350,42,16
43400,44,17
43450,48,18
43466,48,18
43483,46,17
43500,45,17
43550,32,12
43600,37,14
43625,42,16
43650,39,15
43700,33,12
43716,38,14
43733,37,14
43750,32,12
43800,39,14
43825,39,15
43900,41,15
43925,42,16
43950,40,15
43975,35,13
44050,48,18
44100,42,16
44150,37,14
44200,44,17
44225,34,12
44250,45,17
