CreateTime,Duration,MaxWaitingTime
0,17,4
50,22,6
150,21,5
250,19,5
300,24,6
325,16,4
350,18,4
400,24,6
425,17,4
550,21,5
650,20,5
800,17,4
825,20,5
850,24,6
950,20,5
1000,23,6
1050,18,4
1100,16,4
1125,21,5
1150,24,6
1200,24,6
1250,17,4
1300,20,5
1350,20,5
1500,22,6
1550,19,5
1600,23,6
1700,22,6
1725,23,6
1750,19,5
1775,18,4
1800,16,4
1825,19,5
1900,18,4
2000,18,4
2025,18,4
2050,16,4
2150,22,6
2175,16,4
2200,20,5
2250,20,5
2300,18,4
2325,21,5
2350,18,4
2375,20,5
2400,22,6
2450,17,4
2475,18,4
2500,23,6
2550,18,4
2575,22,6
2600,16,4
2650,21,5
2700,23,6
2750,17,4
2775,16,4
2850,18,4
2950,16,4
3000,22,6
3050,21,5
3100,17,4
3200,20,5
3250,16,4
3350,23,6
3400,19,5
3500,19,5
3600,22,6
3750,18,4
3800,21,5
3850,18,4
3950,23,6
4100,20,5
4150,16,4
4200,17,4
4250,19,5
4275,21,5
4300,20,5
4325,17,4
4500,16,4
4600,24,6
4650,17,4
4675,20,5
4800,23,6
4825,20,5
4900,21,5
4950,18,4
5200,20,5
5250,21,5
5275,17,4
5300,18,4
5350,24,6
5400,24,6
5450,16,4
5475,19,5
5500,18,4
5550,24,6
5650,17,4
5700,23,6
5725,24,6
5800,16,4
5850,24,6
5900,24,6
5925,22,6
5950,21,5
6000,19,5
6350,17,4
6400,16,4
6450,20,5
6550,19,5
6600,20,5
6625,20,5
6700,16,4
6750,24,6
6800,22,6
6850,20,5
6950,22,6
7000,21,5
7025,20,5
7150,17,4
7250,16,4
7300,24,6
7325,17,4
7350,17,4
7400,19,5
7650,18,4
7750,23,6
7850,20,5
7950,21,5
8000,23,6
8050,20,5
8100,19,5
8150,21,5
8200,17,4
8225,16,4
8350,24,6
8450,17,4
8500,23,6
8550,17,4
8600,16,4
8625,20,5
8700,18,4
8750,16,4
8800,17,4
8825,21,5
8850,22,6
8950,23,6
9000,16,4
9050,18,4
9100,24,6
9150,21,5
9200,18,4
9250,22,6
9300,21,5
9350,24,6
9450,16,4
9500,23,6
9650,23,6
9750,18,4
9800,19,5
9850,21,5
9900,21,5
10000,19,5
10050,21,5
10075,24,6
10300,16,4
10350,23,6
10400,24,6
10450,24,6
10500,22,6
10550,18,4
10600,23,6
10700,19,5
10750,19,5
10775,21,5
10800,23,6
10850,24,6
10875,16,4
11050,20,5
11100,22,6
11150,19,5
11200,23,6
11250,17,4
11275,22,6
11550,18,4
11600,17,4
11700,22,6
11800,24,6
11950,18,4
12000,24,6
12050,17,4
12100,19,5
12200,21,5
12225,23,6
12450,20,5
12475,24,6
12550,23,6
12600,19,5
12650,17,4
12800,20,5
12950,23,6
13100,24,6
13125,16,4
13150,20,5
13175,21,5
13200,22,6
13400,23,6
13450,18,4
13500,16,4
13600,16,4
13650,17,4
13700,22,6
13800,18,4
13850,21,5
13950,24,6
14050,22,6
14100,19,5
14125,22,6
14150,19,5
14200,23,6
14300,19,5
14350,24,6
14400,21,5
14450,24,6
14500,21,5
14600,24,6
14700,18,4
14850,21,5
14875,24,6
14900,22,6
14950,16,4
15000,21,5
15200,23,6
15300,24,6
15400,23,6
15425,20,5
15450,22,6
15650,21,5
15700,16,4
15800,20,5
15850,18,4
15900,20,5
16000,24,6
16050,18,4
16100,23,6
16200,19,5
16225,16,4
16300,24,6
16350,24,6
16375,23,6
16500,20,5
16550,17,4
16700,24,6
16750,19,5
16800,17,4
16850,24,6
16900,19,5
16950,17,4
16975,24,6
17000,21,5
17050,20,5
17150,18,4
17200,19,5
17250,18,4
17300,16,4
17350,20,5
17400,24,6
17450,19,5
17500,22,6
17550,20,5
17650,24,6
17675,22,6
17700,21,5
17800,24,6
17950,21,5
18000,23,6
18050,24,6
18100,18,4
18125,17,4
18350,17,4
18400,24,6
18450,18,4
18500,22,6
18550,16,4
18600,18,4
18700,23,6
18750,21,5
18850,20,5
18900,22,6
19000,24,6
19025,17,4
19050,21,5
19100,21,5
19150,19,5
19200,24,6
19250,24,6
19300,17,4
19350,22,6
19400,18,4
19425,18,4
19450,20,5
19475,21,5
19550,17,4
19575,20,5
19600,23,6
19750,22,6
19800,20,5
19900,24,6
19925,22,6
19950,18,4
19975,16,4
20000,16,4
20050,24,6
20100,23,6
20150,22,6
20300,17,4
20350,21,5
20400,18,4
20425,16,4
20450,17,4
20500,24,6
20550,19,5
20575,21,5
20650,23,6
20700,18,4
20725,19,5
20750,16,4
20850,17,4
20950,16,4
20975,21,5
21000,22,6
21150,18,4
21250,16,4
21400,24,6
21500,21,5
21550,18,4
21575,16,4
21650,18,4
21800,18,4
22000,21,5
22050,18,4
22100,22,6
22150,22,6
22250,19,5
22300,23,6
22550,17,4
22600,22,6
22650,23,6
22700,22,6
22750,22,6
22800,19,5
22850,23,6
22900,22,6
22950,16,4
23050,19,5
23150,17,4
23200,16,4
23300,19,5
23350,17,4
23400,20,5
23500,21,5
23550,19,5
23575,24,6
23600,17,4
23650,21,5
23750,23,6
23950,24,6
24000,16,4
24050,18,4
24075,19,5
24150,17,4
24200,19,5
24350,16,4
24400,19,5
24450,23,6
24500,17,4
24550,21,5
24600,17,4
24625,24,6
24750,17,4
24900,21,5
25000,18,4
25050,20,5
25100,18,4
25150,18,4
25175,23,6
25300,20,5
25350,16,4
25400,20,5
25450,19,5
25500,17,4
25600,22,6
25650,16,4
25700,22,6
25750,24,6
25800,24,6
25825,22,6
25900,21,5
25950,23,6
26000,16,4
26025,18,4
26050,21,5
26075,20,5
26100,18,4
26150,21,5
26200,24,6
26250,23,6
26300,18,4
26400,17,4
26450,17,4
26500,20,5
26525,24,6
26550,19,5
26600,16,4
26650,23,6
26700,18,4
26750,23,6
26775,22,6
26800,23,6
26850,22,6
27000,18,4
27200,23,6
27225,20,5
27250,23,6
27350,17,4
27400,19,5
27425,18,4
27500,18,4
27525,20,5
27650,23,6
27675,20,5
27700,16,4
27750,18,4
27775,24,6
27800,23,6
27850,16,4
28000,23,6
28050,17,4
28075,21,5
28100,18,4
28250,24,6
28300,18,4
28350,23,6
28500,19,5
28800,24,6
29050,18,4
29200,18,4
29225,16,4
29250,24,6
29350,22,6
29400,17,4
29500,24,6
29550,22,6
29650,17,4
29750,23,6
29900,19,5
30000,16,4
30300,21,5
30500,17,4
30600,18,4
30700,21,5
30750,21,5
30800,23,6
30850,18,4
30900,21,5
30925,20,5
30950,21,5
30975,20,5
31000,17,4
31300,23,6
31400,20,5
31450,22,6
31500,16,4
31550,21,5
31575,22,6
31600,24,6
31650,16,4
31850,17,4
31875,24,6
31950,24,6
32050,16,4
32150,18,4
32175,18,4
32300,22,6
32350,22,6
32450,20,5
32500,18,4
32550,17,4
32575,16,4
32600,20,5
32650,24,6
32700,17,4
32750,16,4
32800,19,5
32850,21,5
32900,19,5
32950,20,5
33000,20,5
33050,22,6
33075,19,5
33150,21,5
33200,23,6
33300,23,6
33350,17,4
33400,18,4
33425,19,5
33500,24,6
33550,17,4
33575,19,5
33600,23,6
33750,19,5
33775,23,6
33850,22,6
33900,18,4
33950,17,4
34000,19,5
34100,18,4
34150,16,4
34300,20,5
34500,17,4
34600,17,4
34650,20,5
34750,19,5
34900,21,5
34950,23,6
35000,18,4
35100,21,5
35150,22,6
35250,24,6
35300,19,5
35350,20,5
35400,20,5
35425,20,5
35450,20,5
35550,18,4
35700,18,4
35750,20,5
35800,17,4
35850,20,5
35900,18,4
35925,21,5
35950,17,4
36000,23,6
36050,18,4
36100,17,4
36250,16,4
36275,19,5
36300,23,6
36400,18,4
36450,18,4
36475,16,4
36500,19,5
36650,24,6
36800,20,5
36825,18,4
36850,17,4
36900,19,5
37000,17,4
37100,19,5
37200,24,6
37250,22,6
37400,17,4
37450,17,4
37500,24,6
37550,19,5
37650,23,6
37675,19,5
37700,18,4
37725,16,4
37750,23,6
37775,23,6
37800,17,4
37850,21,5
37900,18,4
38000,20,5
38050,16,4
38100,21,5
38125,17,4
38150,20,5
38175,22,6
38200,24,6
38225,23,6
38250,20,5
38300,21,5
38325,19,5
38350,16,4
38400,20,5
38450,24,6
38650,18,4
38700,16,4
38750,24,6
38800,18,4
38850,23,6
38950,20,5
39000,20,5
39025,20,5
39050,24,6
39075,23,6
39100,24,6
39150,18,4
39250,22,6
39300,17,4
39325,23,6
39500,20,5
39525,19,5
39650,23,6
39700,23,6
39750,22,6
39800,16,4
39850,17,4
39875,21,5
39950,17,4
40000,21,5
40050,21,5
40100,16,4
40150,24,6
40175,22,6
40250,21,5
40300,21,5
40350,18,4
40500,19,5
40525,19,5
40550,16,4
40600,24,6
40650,23,6
40700,21,5
40750,19,5
40850,16,4
40950,22,6
40975,16,4
41050,17,4
41100,23,6
41125,18,4
41200,18,4
41250,24,6
41350,23,6
41400,16,4
41450,24,6
41475,18,4
41550,20,5
41700,18,4
41800,22,6
41900,24,6
42000,16,4
42050,19,5
42150,22,6
42200,21,5
42250,17,4
42300,20,5
42350,21,5
42375,22,6
42400,19,5
42425,17,4
42500,22,6
42600,23,6
42650,19,5
42700,16,4
42725,23,6
42750,21,5
42800,23,6
42825,20,5
42950,22,6
43050,16,4
43150,24,6
43250,16,4
43300,23,6
43350,24,6
43375,19,5
43450,22,6
43500,18,4
43650,23,6
43700,22,6
43750,18,4
43800,17,4
43850,24,6
43900,22,6
43950,19,5
44000,24,6
44100,20,5
44150,16,4
44200,24,6
44250,17,4
44300,21,5
44400,16,4
44550,18,4
44600,22,6
44700,21,5
44725,21,5
44800,19,5
44825,21,5
44850,22,6
44900,18,4
44950,19,5
45100,19,5
45125,16,4
45150,20,5
45200,21,5
45250,24,6
45350,16,4
45400,21,5
45600,23,6
45850,17,4
45900,20,5
45925,18,4
46000,23,6
46025,16,4
46050,16,4
46100,16,4
46125,22,6
46200,17,4
46300,24,6
46325,17,4
46450,18,4
46475,20,5
46500,23,6
46550,18,4
46600,17,4
46650,16,4
46750,21,5
46775,18,4
46850,17,4
46900,19,5
46950,16,4
47050,17,4
47100,20,5
47150,20,5
47175,19,5
47200,24,6
47250,17,4
47300,20,5
47350,16,4
47450,20,5
47500,24,6
47550,24,6
47600,18,4
47750,22,6
47800,21,5
47850,19,5
47875,17,4
47900,18,4
47925,22,6
47950,20,5
48100,24,6
48150,17,4
48200,21,5
48250,21,5
48300,16,4
48350,23,6
48400,21,5
48425,22,6
48500,19,5
48600,20,5
48625,18,4
48650,22,6
48700,19,5
48950,19,5
49100,17,4
49200,19,5
49400,22,6
49550,18,4
49600,22,6
49700,17,4
49800,24,6
49850,18,4
49875,16,4
50050,20,5
50200,17,4
50225,19,5
50250,18,4
50400,17,4
50450,22,6
50500,22,6
50550,23,6
50600,19,5
50650,21,5
50750,22,6
50800,20,5
50950,23,6
51000,20,5
51100,24,6
51150,20,5
51175,20,5
51200,19,5
51225,19,5
51350,16,4
51400,20,5
51550,17,4
51600,18,4
51750,20,5
51900,23,6
51950,20,5
52050,18,4
52075,21,5
52100,24,6
