CreateTime,Duration,MaxWaitingTime
0,5,10
50,4,8
100,4,8
150,6,12
500,4,8
550,6,11
575,4,9
700,5,10
750,5,10
800,6,11
825,6,12
850,5,11
900,6,11
925,6,12
1000,5,10
1100,4,9
1150,5,10
1250,4,9
1350,5,10
1375,5,10
1400,5,11
1425,4,9
1450,5,11
1500,5,10
1550,6,11
1575,4,8
1600,5,11
1650,5,10
1700,5,10
1725,6,12
1750,5,11
1800,5,10
1850,5,11
1900,5,10
1925,5,11
2000,5,10
2050,4,9
2075,4,8
2150,5,9
2200,5,10
2250,4,8
2300,4,8
2350,4,9
2375,5,10
2450,5,10
2550,6,12
2600,6,12
2650,5,11
2700,5,10
2725,4,9
2750,6,12
2775,5,10
2800,6,12
2850,6,12
2875,4,8
2950,4,8
3000,5,10
3050,5,10
3100,4,8
3150,4,8
3200,4,8
3250,6,11
3300,4,8
3325,6,11
3350,4,8
3500,5,9
3525,4,8
3550,4,9
3600,4,9
3650,6,12
3750,6,12
3800,4,9
3850,6,12
3900,6,12
3925,5,10
4100,5,10
4150,4,8
4200,4,8
4250,4,8
4300,6,11
4400,4,8
4450,4,8
4500,4,8
4525,4,9
4550,6,12
4575,4,8
4600,5,10
4700,6,11
4750,5,10
4775,5,10
4850,4,8
5050,6,11
5100,4,8
5125,4,9
5150,5,9
5250,5,10
5300,4,8
5325,5,11
5350,5,10
5450,4,9
5500,6,12
5550,5,11
5575,5,9
5600,5,10
5650,4,9
5675,5,10
5700,6,11
5800,6,12
5825,5,10
5850,5,11
5875,4,8
5900,4,9
5950,5,10
5975,4,9
6000,6,12
6050,4,8
6100,5,11
6200,6,12
6250,6,11
6275,6,12
6300,6,11
6350,4,9
6375,6,12
6400,6,12
6450,6,12
6475,4,9
6500,4,9
6650,5,10
6675,5,10
6700,6,12
6750,5,10
6800,5,10
6850,5,10
6875,6,11
6900,6,12
6925,5,10
6950,6,11
7000,5,10
7050,6,12
7150,5,10
7200,5,9
7500,5,11
7700,4,9
7750,6,11
7775,5,9
7800,6,11
7850,4,8
7950,6,11
8000,5,10
8050,4,9
8100,6,12
8200,4,9
8250,6,12
8275,5,10
8300,5,10
8350,6,11
8400,6,11
8450,5,10
8550,5,10
8600,4,8
8625,5,9
8650,4,8
8675,5,9
8700,5,10
8750,4,9
8800,6,11
8825,6,11
8850,6,11
8950,5,10
8975,4,9
9000,5,10
9050,4,8
9200,6,12
9250,4,9
9300,5,10
9350,4,8
9375,4,8
9400,4,8
9450,5,10
9500,4,9
9525,4,8
9550,5,10
9575,4,8
9600,4,9
9625,4,8
9650,4,9
9700,5,10
9800,6,12
9850,5,9
9875,4,8
9950,6,11
10000,4,8
10050,6,12
10150,6,12
10200,4,8
10300,4,9
10400,4,9
10500,6,11
10600,5,10
10700,6,11
10725,6,12
10750,5,9
10800,4,8
10900,4,8
10950,6,12
11050,6,11
11100,5,9
11125,6,11
11150,6,12
11200,4,9
11225,5,10
11250,6,11
11300,4,8
11350,4,9
11400,6,12
11425,6,12
11550,4,8
11600,4,8
11700,5,9
11800,6,12
11825,4,9
11850,6,11
11875,5,10
11900,5,9
11925,5,10
11950,4,9
12000,4,8
12050,6,12
12075,4,8
12150,5,9
12175,6,12
12200,5,10
12225,5,10
12250,6,11
12300,5,9
12325,5,11
12400,4,9
12425,6,12
12450,5,10
12500,5,10
12525,6,12
12550,6,11
12575,4,8
12600,4,8
12650,5,10
12700,4,8
12750,4,8
12800,5,11
12850,4,8
12875,4,9
12900,4,8
12925,4,9
13000,4,9
13025,5,10
13050,5,10
13150,4,8
13200,6,12
13300,6,12
13350,5,11
13375,5,10
13400,5,10
13425,5,10
13450,5,10
13500,5,10
13550,5,9
13575,4,8
13700,4,9
13725,5,9
13800,6,12
13850,4,9
14050,5,10
14100,4,8
14150,5,10
14200,6,12
14250,4,8
14300,5,10
14325,6,11
14350,4,9
14400,6,12
14450,5,10
14500,4,8
14550,5,10
14650,6,12
14675,6,12
14700,4,9
14750,5,11
14775,4,8
14800,6,12
14825,4,9
14850,4,9
14875,6,11
14950,5,10
14975,4,9
15000,6,12
15025,6,12
15050,5,10
15075,4,9
15100,5,10
15125,6,11
15200,5,10
15225,6,11
15400,6,11
15425,6,11
15450,6,11
15475,6,11
15500,6,12
15550,6,11
15650,5,9
15750,5,10
15800,4,8
15950,5,9
16000,5,11
16050,6,12
16200,4,8
16250,5,9
16275,4,8
16300,5,11
16350,5,11
16400,5,9
16450,6,11
16500,6,12
16525,4,9
16600,4,8
16650,6,11
16750,5,11
16775,6,12
16800,6,12
16850,5,11
16875,4,8
16950,6,11
17000,4,9
17100,4,9
17200,5,10
17300,5,9
17350,6,11
17400,5,10
17425,6,12
17650,4,8
17700,4,8
17800,4,9
17825,6,12
17850,6,11
17900,5,10
17925,4,8
17950,6,12
17975,4,8
18000,5,10
18100,4,8
18125,5,10
18150,6,12
18200,6,11
18225,5,10
18250,4,8
18300,6,12
18325,5,10
18350,5,10
18375,5,11
18400,6,12
18500,4,8
18525,6,12
18600,4,8
18625,4,8
18650,5,9
18700,6,11
18750,6,12
18775,4,8
18800,4,8
18850,5,11
18875,5,10
18950,6,12
19050,4,9
19075,5,10
19150,5,10
19175,4,8
19200,6,12
19250,4,8
19275,6,12
19300,6,12
19350,6,12
19375,5,10
19400,5,10
19450,5,11
19475,4,8
19550,4,8
19600,6,12
19650,5,11
19750,4,9
19800,5,10
20050,6,12
20100,4,9
20125,6,12
20150,6,12
20200,6,12
20250,4,9
20300,4,8
20400,6,11
20450,5,10
20550,6,11
20575,5,9
20600,6,12
20625,6,12
20650,6,12
20750,6,11
20775,5,11
20800,5,10
20950,4,9
21000,6,12
21100,6,12
21125,4,8
21150,4,9
21175,5,11
21300,6,11
21350,4,8
21550,5,10
21575,5,9
21600,5,10
21750,4,8
21775,4,8
21800,6,12
21825,4,9
21850,6,11
21900,5,10
21950,6,11
22000,4,8
22050,4,8
22150,5,10
22200,5,11
22250,4,9
22275,4,8
22300,4,8
22325,6,11
22450,4,8
22475,5,10
22650,4,8
22675,5,11
22750,5,10
22775,6,12
22850,5,10
22900,5,11
23000,5,11
23050,5,11
23150,4,9
23250,5,10
23275,5,10
23300,6,11
23350,4,8
23375,6,11
23400,5,9
23425,6,12
23450,5,10
23500,6,11
23525,4,9
23550,6,12
23575,4,8
23600,4,8
23625,5,10
23650,4,8
23700,5,10
23750,5,10
23800,4,8
23850,5,11
23900,6,11
23950,6,12
24000,6,12
24050,5,10
24100,5,10
24125,4,8
24200,4,8
24250,6,12
24300,6,11
24350,5,11
24375,5,11
24400,5,10
24425,4,9
24450,5,10
24475,5,10
24500,4,8
24525,4,8
24600,5,10
24625,6,12
24650,5,11
24675,4,9
24700,4,9
24725,5,10
24750,5,10
24800,5,10
24825,4,9
24850,5,10
24900,4,8
25000,4,9
25050,5,10
