CreateTime,Duration,MaxWaitingTime
0,18,9
50,21,11
66,16,8
83,19,10
100,16,8
150,24,12
166,16,8
183,18,9
200,24,12
225,24,12
250,17,8
275,18,9
300,24,12
312,24,12
325,24,12
337,24,12
350,24,12
366,18,9
383,17,9
400,17,8
425,24,12
450,23,12
466,24,12
483,20,10
500,23,12
516,20,10
533,18,9
550,24,12
562,18,9
575,22,11
587,23,12
600,19,9
616,16,8
633,19,9
650,20,10
675,24,12
700,23,12
750,16,8
766,18,9
783,16,8
800,22,11
850,24,12
875,21,11
950,17,9
975,17,8
1000,17,8
1016,21,11
1033,23,12
1050,24,12
1100,17,8
1125,23,12
1150,24,12
1166,19,9
1183,20,10
1200,24,12
1212,19,9
1225,21,11
1237,20,10
1250,21,10
1275,21,11
1300,22,11
1316,16,8
1333,24,12
1350,17,8
1375,16,8
1400,23,11
1416,17,8
1433,21,10
1450,20,10
1466,16,8
1483,16,8
1500,24,12
1516,16,8
1533,17,8
1550,19,9
1575,24,12
1600,18,9
1650,23,11
1675,19,9
1700,22,11
1716,23,12
1733,19,9
1750,16,8
1775,17,8
1800,23,12
1812,24,12
1825,16,8
1837,21,11
1850,20,10
1900,16,8
1916,18,9
1933,19,9
1950,19,10
2000,21,11
2025,18,9
2050,22,11
2075,24,12
2100,19,10
2150,17,8
2166,19,9
2183,16,8
2200,16,8
2216,19,9
2233,24,12
2250,17,8
2262,24,12
2275,23,12
2287,17,9
2300,16,8
2316,24,12
2333,17,8
2350,23,12
2362,17,8
2375,24,12
2387,23,12
2400,19,9
2425,16,8
2450,23,12
2475,18,9
2500,17,8
2550,22,11
2600,20,10
2625,17,8
2650,20,10
2675,22,11
2700,22,11
2712,20,10
2725,20,10
2737,23,12
2750,21,11
2766,16,8
2783,23,12
2800,21,11
2812,16,8
2825,22,11
2837,22,11
2850,16,8
2875,16,8
2900,16,8
2912,24,12
2925,16,8
2937,23,12
2950,20,10
2975,21,10
3000,24,12
3012,19,10
3025,18,9
3037,20,10
3050,23,11
3066,24,12
3083,22,11
3100,16,8
3125,16,8
3150,16,8
3166,21,11
3183,20,10
3200,24,12
3216,24,12
3233,17,8
3250,19,10
3262,19,9
3275,19,9
3287,19,9
3300,19,10
3312,23,12
3325,18,9
3337,18,9
3350,17,8
3375,18,9
3400,16,8
3412,19,9
3425,24,12
3437,23,12
3450,19,9
3466,16,8
3483,24,12
3500,16,8
3525,21,10
3550,20,10
3575,19,9
3600,20,10
3616,16,8
3633,22,11
3650,24,12
3662,24,12
3675,24,12
3687,22,11
3700,21,10
3712,19,10
3725,17,9
3737,23,12
3750,16,8
3775,23,12
3800,21,11
3816,20,10
3833,22,11
3850,20,10
3866,16,8
3883,22,11
3900,22,11
3916,17,8
3933,16,8
3950,18,9
3975,22,11
4000,21,10
4025,23,11
4050,18,9
4100,22,11
4125,16,8
4150,21,11
4166,19,10
4183,19,9
4200,19,10
4250,23,12
4266,24,12
4283,19,9
4300,22,11
4316,19,10
4333,20,10
4350,24,12
4400,20,10
4425,21,11
4450,22,11
4500,16,8
4516,17,9
4533,18,9
4550,16,8
4650,18,9
4675,23,12
4700,18,9
4712,20,10
4725,24,12
4737,23,12
4750,23,12
4775,17,8
4800,19,9
4850,23,11
4900,24,12
4916,18,9
4933,17,8
4950,22,11
5000,16,8
5016,21,10
5033,22,11
5100,22,11
5116,20,10
5133,22,11
5150,16,8
5162,21,11
5175,17,8
5187,16,8
5200,16,8
5225,21,10
5250,23,11
5266,17,8
5283,21,10
5300,19,9
5325,17,8
5350,20,10
5366,19,9
5383,22,11
5400,16,8
5416,23,12
5433,22,11
5450,17,8
5466,20,10
5483,20,10
5550,21,10
5575,22,11
5600,21,10
5616,21,10
5633,22,11
5650,16,8
5675,19,9
5750,18,9
5760,20,10
5770,16,8
5780,24,12
5790,18,9
5800,22,11
5825,20,10
5850,16,8
5900,21,10
5925,21,11
5950,18,9
5960,19,10
5970,19,9
5980,16,8
5990,22,11
6050,21,10
6062,24,12
6075,21,11
6087,19,10
6150,24,12
6166,19,10
6183,21,11
6200,17,8
6212,23,12
6225,20,10
6237,18,9
6250,16,8
6275,17,8
6300,18,9
6325,16,8
6350,21,11
6375,18,9
6400,24,12
6450,17,9
6475,20,10
6500,22,11
6525,20,10
6550,19,10
6575,24,12
6600,23,12
6625,23,12
6650,22,11
6700,20,10
6750,18,9
6766,19,9
6783,22,11
6800,16,8
6816,19,10
6833,23,12
6850,17,8
6875,21,10
6900,24,12
6916,19,9
6933,17,8
6950,24,12
6975,21,11
7000,18,9
7025,17,8
7050,19,10
7100,16,8
7116,22,11
7133,19,9
7150,22,11
7166,20,10
7183,16,8
