CreateTime,Duration,MaxWaitingTime
0,4,4
50,5,5
100,6,6
125,6,6
250,6,6
350,5,5
375,6,6
400,4,4
500,4,4
525,6,6
550,5,5
600,4,4
650,5,5
800,6,6
850,6,6
900,5,5
950,5,5
975,6,6
1000,6,6
1025,5,5
1050,5,5
1075,5,5
1100,5,5
1150,4,4
1200,4,4
1250,4,4
1300,6,6
1325,6,6
1450,5,5
1550,5,5
1575,6,6
1600,4,4
1650,6,6
1700,5,5
1750,6,6
1850,4,4
1900,6,6
1925,6,6
1950,5,5
1975,6,6
2000,4,4
2050,4,4
2150,6,6
2175,4,4
2200,4,4
2300,5,5
2400,6,6
2425,5,5
2450,4,4
2500,4,4
2550,4,4
2575,6,6
2600,6,6
2650,6,6
2675,5,5
2700,5,5
2750,6,6
2800,6,6
2825,5,5
2850,6,6
2900,6,6
2925,6,6
2950,5,5
2975,6,6
3000,6,6
3050,4,4
3100,5,5
3150,6,6
3175,4,4
3200,5,5
3225,5,5
3300,5,5
3350,5,5
3400,6,6
3450,4,4
3500,4,4
3550,6,6
3600,5,5
3650,6,6
3700,5,5
3750,4,4
3800,4,4
3900,6,6
4000,5,5
4025,4,4
4050,4,4
4100,5,5
4150,6,6
4175,4,4
4200,4,4
4250,4,4
4300,4,4
4350,4,4
4375,5,5
4400,4,4
4425,5,5
4450,5,5
4500,4,4
4550,4,4
4650,4,4
4675,4,4
4700,4,4
4725,5,5
4850,5,5
4900,5,5
4950,5,5
5000,4,4
5100,6,6
5150,5,5
5300,4,4
5350,6,6
5375,5,5
5400,6,6
5450,4,4
5475,6,6
5500,5,5
5550,4,4
5600,4,4
5700,5,5
5725,6,6
5750,6,6
5775,5,5
5800,5,5
5825,6,6
5850,5,5
5950,4,4
5975,5,5
6000,6,6
6050,6,6
6150,6,6
6250,5,5
6350,5,5
6400,5,5
6450,6,6
6475,5,5
6600,4,4
6625,6,6
6650,4,4
6700,6,6
6750,6,6
6800,4,4
6825,5,5
6850,4,4
6900,4,4
6950,5,5
6975,6,6
7000,4,4
7050,6,6
7100,6,6
7150,6,6
7200,4,4
7225,5,5
7250,5,5
7275,5,5
7300,4,4
7350,5,5
7400,5,5
7450,5,5
7550,4,4
7600,5,5
7750,6,6
7775,5,5
7800,4,4
7825,6,6
7850,5,5
7875,4,4
7900,4,4
7950,4,4
8000,5,5
8050,5,5
8075,6,6
8100,6,6
8150,4,4
8300,6,6
8350,6,6
8375,5,5
8400,5,5
8450,5,5
8750,4,4
8775,5,5
8800,6,6
8850,5,5
8950,6,6
8975,6,6
9000,5,5
9025,4,4
9050,6,6
9150,4,4
9175,5,5
9200,6,6
9300,5,5
9350,4,4
9400,4,4
9500,5,5
9550,6,6
9600,5,5
9700,4,4
9750,5,5
9850,5,5
10000,5,5
10050,6,6
10100,4,4
10150,5,5
10250,5,5
10300,4,4
10325,5,5
10350,4,4
10400,6,6
10450,6,6
10550,5,5
10600,4,4
10650,4,4
10700,5,5
10725,5,5
10850,5,5
10875,4,4
10900,5,5
10950,5,5
11000,4,4
11050,5,5
11100,4,4
11125,4,4
11150,5,5
11175,6,6
11200,4,4
11350,5,5
11400,6,6
11425,6,6
11450,4,4
11475,4,4
11500,5,5
11550,6,6
11600,6,6
11700,6,6
11750,6,6
11775,6,6
11900,4,4
12000,5,5
12025,6,6
12050,4,4
12100,6,6
12150,4,4
12250,4,4
12400,6,6
12450,6,6
12475,5,5
12500,6,6
12550,5,5
12575,6,6
12600,5,5
12700,4,4
12725,6,6
12750,4,4
12800,6,6
12825,4,4
12850,6,6
12900,5,5
12925,5,5
12950,4,4
12975,5,5
13000,6,6
13050,4,4
13100,6,6
13200,5,5
13250,4,4
13450,4,4
13475,4,4
13500,5,5
13525,6,6
13550,6,6
13600,6,6
13650,4,4
13675,5,5
13750,4,4
13800,6,6
13900,4,4
13950,6,6
13975,6,6
14000,6,6
14050,6,6
14100,5,5
14125,4,4
14200,4,4
14300,5,5
14350,4,4
14450,5,5
14475,5,5
14500,4,4
14525,6,6
14550,4,4
14600,5,5
14625,5,5
14700,4,4
14725,4,4
14750,4,4
14775,5,5
14800,5,5
14850,6,6
14875,5,5
14900,5,5
14950,4,4
15000,5,5
15100,5,5
15125,4,4
15150,5,5
15200,6,6
15225,4,4
15250,4,4
15300,4,4
15325,6,6
15350,6,6
15400,6,6
15450,6,6
15500,5,5
15525,6,6
15550,5,5
15600,4,4
15650,4,4
15750,5,5
15800,6,6
15850,6,6
16100,4,4
16150,5,5
16200,5,5
16250,4,4
16300,4,4
16400,6,6
16500,4,4
16600,6,6
16625,4,4
16650,6,6
16675,4,4
16700,4,4
16750,5,5
16800,5,5
16850,4,4
16900,5,5
16950,4,4
16975,6,6
17100,4,4
17250,4,4
17350,5,5
17500,4,4
17550,4,4
17575,4,4
17650,6,6
